epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
65,5087.75,1.02124,0.82223,1.37026,0.75185,0.70188,0.77409,0.4261,1.55516,1.06954,2.03106,0.000305211,0.000305211,0.000305211
66,5166.33,1.00376,0.77865,1.3512,0.71864,0.69633,0.74854,0.41444,1.56432,1.13274,2.04366,0.000296964,0.000296964,0.000296964
67,5245.68,0.98917,0.78869,1.34303,0.76407,0.70251,0.77843,0.43507,1.55005,1.06253,2.01597,0.000288718,0.000288718,0.000288718
68,5325.21,0.99774,0.78402,1.34986,0.73896,0.74022,0.78034,0.43657,1.57221,1.04878,2.03943,0.000280471,0.000280471,0.000280471
69,5404.39,0.9642,0.74803,1.33049,0.76169,0.73598,0.7888,0.44462,1.55685,1.05538,2.02725,0.000272224,0.000272224,0.000272224
70,5483.33,0.96961,0.76689,1.33482,0.77321,0.72684,0.79267,0.44035,1.54182,1.05188,2.03608,0.000263978,0.000263978,0.000263978
71,5561.64,0.98583,0.74843,1.34926,0.7708,0.71207,0.78132,0.42676,1.60189,1.08973,2.0903,0.000255731,0.000255731,0.000255731
72,5640.05,0.93076,0.71028,1.30588,0.81824,0.70199,0.78125,0.43961,1.56306,1.04752,2.05811,0.000247484,0.000247484,0.000247484
73,5718.34,0.94258,0.71238,1.30002,0.73049,0.75856,0.79099,0.447,1.56471,1.04215,2.08218,0.000239238,0.000239238,0.000239238
74,5797,0.91716,0.70791,1.29096,0.78264,0.73068,0.78822,0.43165,1.57392,1.07224,2.06947,0.000230991,0.000230991,0.000230991
75,5875.37,0.92307,0.69644,1.29494,0.80017,0.71959,0.79159,0.43021,1.5823,1.06587,2.11883,0.000222744,0.000222744,0.000222744
76,5953.37,0.89714,0.68378,1.27697,0.79967,0.72721,0.79046,0.43726,1.57377,1.05525,2.08702,0.000214497,0.000214497,0.000214497
77,6031.59,0.90964,0.69598,1.28188,0.76674,0.75667,0.80106,0.443,1.56347,1.02117,2.08944,0.000206251,0.000206251,0.000206251
78,6111.04,0.88184,0.66584,1.26728,0.7968,0.74495,0.79803,0.44032,1.56935,1.04148,2.10257,0.000198004,0.000198004,0.000198004
79,6189.69,0.86156,0.64606,1.25182,0.77213,0.72717,0.78042,0.44088,1.56405,1.04722,2.1198,0.000189757,0.000189757,0.000189757
80,6268.75,0.84151,0.64319,1.23859,0.79491,0.72533,0.79008,0.4454,1.54323,1.06107,2.08263,0.000181511,0.000181511,0.000181511
81,6348.35,0.84992,0.63408,1.24238,0.79509,0.76112,0.79611,0.44128,1.56695,1.02065,2.09995,0.000173264,0.000173264,0.000173264
82,6427.7,0.83543,0.63259,1.23858,0.75476,0.76635,0.79074,0.44131,1.56183,1.04356,2.12841,0.000165017,0.000165017,0.000165017
83,6506.55,0.82942,0.62547,1.2268,0.74786,0.76882,0.79812,0.44441,1.56421,1.03441,2.11823,0.000156771,0.000156771,0.000156771
84,6586.21,0.81078,0.6007,1.21966,0.79536,0.70836,0.79749,0.4429,1.57624,1.0515,2.12292,0.000148524,0.000148524,0.000148524
85,6666.37,0.80733,0.59701,1.20801,0.77382,0.74178,0.79662,0.44227,1.58759,1.05419,2.14904,0.000140277,0.000140277,0.000140277
86,6746.26,0.80741,0.58664,1.20411,0.76467,0.73792,0.79988,0.44743,1.57827,1.05675,2.16591,0.000132031,0.000132031,0.000132031
87,6827.28,0.77909,0.59049,1.18777,0.76819,0.74779,0.80064,0.44516,1.58484,1.03119,2.1839,0.000123784,0.000123784,0.000123784
88,6907.79,0.79051,0.58617,1.19254,0.78651,0.75005,0.80424,0.44817,1.59808,1.02852,2.1983,0.000115537,0.000115537,0.000115537
89,6988.31,0.77831,0.56521,1.1875,0.79268,0.72866,0.7981,0.44312,1.59869,1.05979,2.19003,0.00010729,0.00010729,0.00010729
90,7066.73,0.77732,0.57263,1.19218,0.77188,0.7503,0.80224,0.44213,1.59086,1.0508,2.20325,9.90437e-05,9.90437e-05,9.90437e-05
91,7145.36,0.67851,0.38988,1.12862,0.7694,0.76413,0.79808,0.43753,1.59489,1.05469,2.21282,9.0797e-05,9.0797e-05,9.0797e-05
92,7223.28,0.63906,0.375,1.09107,0.78015,0.74796,0.79711,0.43719,1.59224,1.05511,2.22109,8.25503e-05,8.25503e-05,8.25503e-05
93,7301.13,0.63518,0.36607,1.10156,0.75445,0.73164,0.78691,0.44223,1.57799,1.06614,2.19384,7.43036e-05,7.43036e-05,7.43036e-05
94,7380.04,0.6212,0.3604,1.07858,0.77634,0.75721,0.80396,0.44349,1.59673,1.04015,2.24041,6.60569e-05,6.60569e-05,6.60569e-05
95,7459.9,0.62696,0.37996,1.08835,0.7708,0.73377,0.7893,0.44058,1.58502,1.05399,2.2275,5.78102e-05,5.78102e-05,5.78102e-05
96,7539.83,0.60686,0.35071,1.07416,0.7751,0.74432,0.79685,0.44892,1.58991,1.05123,2.26247,4.95635e-05,4.95635e-05,4.95635e-05
97,7619.27,0.5768,0.33572,1.04252,0.7583,0.7547,0.79259,0.44875,1.59267,1.07074,2.28296,4.13168e-05,4.13168e-05,4.13168e-05
98,7698.69,0.573,0.33763,1.04849,0.7983,0.72635,0.79142,0.44284,1.60021,1.04841,2.28988,3.30701e-05,3.30701e-05,3.30701e-05
99,7777.95,0.56996,0.33505,1.04103,0.77747,0.74296,0.79736,0.44816,1.59326,1.05143,2.27956,2.48234e-05,2.48234e-05,2.48234e-05
100,7857.54,0.55467,0.30894,1.02287,0.78523,0.74346,0.8064,0.4469,1.59084,1.0564,2.27816,1.65767e-05,1.65767e-05,1.65767e-05
